"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","codingPotentialValue","codingPotential","domain_identified","idr_identified","signal_peptide_identified","sub_cell_location","IR","switchConsequencesGene"
"isoComp_00035521","geneComp_00004987","ENST00000593500.1","DBP","normal","tumor","DBP","protein_coding","protein_coding",28.9002838327876,30.3733363963844,27.4272312691908,2.89599319857655,1.74013929222045,-0.147145396580046,NA,13.9337889794759,17.8794610970346,9.98811686191721,2.31069368068067,0.808359113377191,-0.839381633212339,NA,0.4694125,0.57691875,0.36190625,-0.2150125,9.62364801181658e-05,9.62364801181658e-05,FALSE,0.874337,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00035773","geneComp_00005026","ENST00000286648.10","DCK","normal","tumor","DCK","protein_coding","protein_coding",28.5171817972413,24.3228742294455,32.711489365037,1.31348851205306,1.31543741635783,0.427331672807856,NA,20.0315073420653,14.9613150230558,25.1016996610749,0.765527696853159,1.11215568210943,0.746158731553987,NA,0.695828125,0.6236375,0.76801875,0.14438125,0.0359253564069513,0.0147093434790925,FALSE,0.999967,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00035774","geneComp_00005026","ENST00000503359.5","DCK","normal","tumor","DCK","protein_coding","nonsense_mediated_decay",28.5171817972413,24.3228742294455,32.711489365037,1.31348851205306,1.31543741635783,0.427331672807856,NA,7.49920319480955,8.3712479149002,6.6271584747189,0.902364825133766,0.524187287429111,-0.33659934638498,NA,0.269903125,0.3372875,0.20251875,-0.13476875,0.0147093434790925,0.0147093434790925,TRUE,0.995,TRUE,"no","yes","no","Nucleus",0,TRUE
"isoComp_00035837","geneComp_00005034","ENST00000425043.5","DCN","normal","tumor","DCN","protein_coding","protein_coding",260.239697216259,510.805510076256,9.67388435626225,88.3282958650375,2.11086126493018,-5.72107266959652,NA,32.2611916162124,64.0628546918581,0.459528540566798,8.68891853195819,0.225638263133474,-7.09235660371023,NA,0.076753125,0.13203125,0.021475,-0.11055625,0.0198705944097418,2.25670787624143e-09,FALSE,0.998049,TRUE,"yes","no","yes","Extracellular",0,TRUE
"isoComp_00036155","geneComp_00005067","ENST00000256996.9","DDB2","normal","tumor","DDB2","protein_coding","protein_coding",10.5399617001862,7.73305698017907,13.3468664201933,0.795632118219781,0.853677119400667,0.786606420969425,NA,6.59753888334621,4.15131065586615,9.04376711082626,0.335998377763488,0.540433469926065,1.12148020230792,NA,0.617475,0.55364375,0.68130625,0.1276625,0.0157416171279887,0.0157416171279887,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00036163","geneComp_00005067","ENST00000614884.1","DDB2","normal","tumor","DDB2","protein_coding","retained_intron",10.5399617001862,7.73305698017907,13.3468664201933,0.795632118219781,0.853677119400667,0.786606420969425,NA,1.50596326456704,1.74687782141321,1.26504870772087,0.389175487484959,0.279723457141414,-0.462461505406134,NA,0.140390625,0.19691875,0.0838625,-0.11305625,0.0479350696706669,0.0157416171279887,NA,0.0646703,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00036249","geneComp_00005079","ENST00000368923.8","DDO","normal","tumor","DDO","protein_coding","protein_coding",6.76472990290076,5.97010902515273,7.55935078064879,0.436879325041023,0.583875748958612,0.339997779433189,NA,2.7600119537933,2.8837560893538,2.6362678182328,0.241092840459792,0.243341053760047,-0.128984245822383,NA,0.417009375,0.48349375,0.350525,-0.13296875,0.028766709248014,0.0281281958069233,FALSE,0.999965,TRUE,"yes","no","no","Peroxisome",0,TRUE
"isoComp_00036250","geneComp_00005079","ENST00000368924.9","DDO","normal","tumor","DDO","protein_coding","protein_coding",6.76472990290076,5.97010902515273,7.55935078064879,0.436879325041023,0.583875748958612,0.339997779433189,NA,3.97549427749919,3.0444850557339,4.90650349926447,0.276578256367657,0.41436135013381,0.686703487760559,NA,0.576971875,0.50805,0.64589375,0.13784375,0.0281281958069233,0.0281281958069233,FALSE,0.999999,TRUE,"yes","no","no","Peroxisome",0,TRUE
"isoComp_00036252","geneComp_00005080","ENST00000415136.6","DDOST","normal","tumor","DDOST","protein_coding","protein_coding",197.625572257508,231.161612445823,164.089532069194,18.1397491399613,7.80452224769726,-0.494393122756371,NA,65.6889188337023,62.0461024965961,69.3317351708084,2.57402271426928,2.68530710903145,0.160150848602909,NA,0.36033125,0.28896875,0.43169375,0.142725,0.00833311675988117,0.00833311675988117,FALSE,1,TRUE,"yes","no","yes","Endoplasmic_reticulum",0,TRUE
"isoComp_00036828","geneComp_00005140","ENST00000331314.11","DDX59","normal","tumor","DDX59","protein_coding","protein_coding",22.5780343881868,26.726237513694,18.4298312626797,1.57726200968814,0.922209627325078,-0.535971000714131,NA,13.4219317985401,13.8076480983508,13.0362154987294,0.571194034038609,0.495925451250581,-0.0828807111080197,NA,0.626771875,0.5360875,0.71745625,0.18136875,0.00133945225066169,0.00133945225066169,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00036907","geneComp_00005147","ENST00000219481.10","DECR2","normal","tumor","DECR2","protein_coding","protein_coding",12.1091993246066,11.4833306377501,12.7350680114631,0.626090116426791,0.569009404791255,0.149142136685247,NA,6.02050847642024,5.00433810653682,7.03667884630367,0.232763360737401,0.33120661661031,0.490884187055223,NA,0.500409375,0.44576875,0.55505,0.10928125,0.0417898841307639,0.0417898841307639,FALSE,0.99994,TRUE,"yes","no","no","Peroxisome",0,TRUE
"isoComp_00036924","geneComp_00005148","ENST00000368006.8","DEDD","normal","tumor","DEDD","protein_coding","protein_coding",18.2122099102885,19.2966446831389,17.127775137438,0.583714303952042,0.56640501281205,-0.171917631118879,NA,8.05252479658991,7.3584971462983,8.74655244688153,0.366867707252755,0.334027228852842,0.24899257422651,NA,0.450396875,0.38535625,0.5154375,0.13008125,0.0262463987920608,0.00165734933982917,FALSE,0.999981,TRUE,"yes","no","no","Nucleus",2,FALSE
"isoComp_00036925","geneComp_00005148","ENST00000458050.6","DEDD","normal","tumor","DEDD","protein_coding","protein_coding",18.2122099102885,19.2966446831389,17.127775137438,0.583714303952042,0.56640501281205,-0.171917631118879,NA,1.45023949822303,2.52636112968735,0.374117866758711,0.368390174151401,0.103905849564422,-2.72313919681025,NA,0.076928125,0.13130625,0.02255,-0.10875625,0.00165734933982917,0.00165734933982917,FALSE,0.999984,TRUE,"yes","no","no","Nucleus",2,FALSE
"isoComp_00037019","geneComp_00005174","ENST00000651992.1","DEK","normal","tumor","DEK","protein_coding","protein_coding",126.376967143008,170.368278308826,82.3856559771893,12.8808650026932,3.94818374986876,-1.04810123322866,NA,23.0468759522856,24.5048171509152,21.5889347536561,1.68701142394527,1.49883976560465,-0.182693839709524,NA,0.211734375,0.15405,0.26941875,0.11536875,0.0459949195833583,0.0237223731574945,FALSE,1,TRUE,"yes","yes","no","Nucleus",1,TRUE
"isoComp_00037022","geneComp_00005174","ENST00000652689.1","DEK","normal","tumor","DEK","protein_coding","protein_coding",126.376967143008,170.368278308826,82.3856559771893,12.8808650026932,3.94818374986876,-1.04810123322866,NA,79.5907193543324,115.518917318888,43.6625213897772,12.257630740745,3.66239407599449,-1.40345627758728,NA,0.58916875,0.659825,0.5185125,-0.1413125,0.0237223731574945,0.0237223731574945,FALSE,0.999997,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00037406","geneComp_00005216","ENST00000477226.6","DES","normal","tumor","DES","protein_coding","retained_intron",9.00420636194167,15.6092866754229,2.39912604846045,2.55450251404965,0.325273741844306,-2.6967467836072,NA,2.50522334429424,4.71695485626693,0.293491832321561,0.642378421759009,0.0980514463757508,-3.96118149082158,NA,0.204296875,0.3172375,0.09135625,-0.22588125,0.0408373463349626,0.0219022410869087,NA,0.999686,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00038162","geneComp_00005306","ENST00000681192.1","DIMT1","normal","tumor","DIMT1","protein_coding","protein_coding",32.8798615471808,29.7579824514088,36.0017406429527,1.79953035640641,1.25049195438331,0.274705889407917,NA,10.7741284751311,7.30751977474342,14.2407371755188,0.495403905140634,0.80548998685559,0.961609905824981,NA,0.32286875,0.25129375,0.39444375,0.14315,0.00759342000260581,0.00759342000260581,FALSE,0.999967,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00038166","geneComp_00005306","ENST00000681672.1","DIMT1","normal","tumor","DIMT1","protein_coding","nonsense_mediated_decay",32.8798615471808,29.7579824514088,36.0017406429527,1.79953035640641,1.25049195438331,0.274705889407917,NA,10.3199094139111,11.8100988670982,8.82971996072387,1.50684820283267,0.670932764841183,-0.419169531357462,NA,0.312965625,0.38304375,0.2428875,-0.14015625,0.0200425061190521,0.00759342000260581,TRUE,0.991539,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00038259","geneComp_00005322","ENST00000377934.4","DIPK2B","normal","tumor","DIPK2B","protein_coding","protein_coding",10.0351656184121,9.44781781827889,10.6225134185452,0.828667433182349,0.79535855830141,0.168903418502792,NA,3.42136488939691,2.70304410655254,4.13968567224128,0.209863737320096,0.289363745272341,0.613089558229308,NA,0.340915625,0.288775,0.39305625,0.10428125,9.24514546687579e-08,8.06085050089968e-08,FALSE,0.677666,TRUE,"no","no","yes","Extracellular",0,TRUE
"isoComp_00038260","geneComp_00005322","ENST00000398000.7","DIPK2B","normal","tumor","DIPK2B","protein_coding","protein_coding",10.0351656184121,9.44781781827889,10.6225134185452,0.828667433182349,0.79535855830141,0.168903418502792,NA,6.5500545094487,6.70671803668377,6.39339098221364,0.637264508072682,0.519622860884629,-0.0689203651927235,NA,0.6514625,0.70609375,0.59683125,-0.1092625,8.06085050089968e-08,8.06085050089968e-08,FALSE,1,TRUE,"yes","no","yes","Extracellular",0,TRUE
"isoComp_00038973","geneComp_00005400","ENST00000255189.8","DMGDH","normal","tumor","DMGDH","protein_coding","protein_coding",9.95054410606595,6.31622857351029,13.5848596386216,0.673443997180015,1.33351711583443,1.10364366815334,NA,3.23389924453079,3.02137217206184,3.44642631699974,0.358452337984144,0.417492589167538,0.189310183393759,NA,0.363790625,0.47534375,0.2522375,-0.22310625,4.76075440875474e-06,4.76075440875474e-06,FALSE,1,TRUE,"yes","no","no","Mitochondrion",0,TRUE
"isoComp_00038977","geneComp_00005400","ENST00000520388.5","DMGDH","normal","tumor","DMGDH","protein_coding","protein_coding_CDS_not_defined",9.95054410606595,6.31622857351029,13.5848596386216,0.673443997180015,1.33351711583443,1.10364366815334,NA,3.65313422575909,1.20015647976756,6.10611197175063,0.281066260875088,0.800752572098669,2.33742121150212,NA,0.302728125,0.17051875,0.4349375,0.26441875,0.00626803475445879,4.76075440875474e-06,NA,0.016816,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00038981","geneComp_00005400","ENST00000523732.1","DMGDH","normal","tumor","DMGDH","protein_coding","protein_coding",9.95054410606595,6.31622857351029,13.5848596386216,0.673443997180015,1.33351711583443,1.10364366815334,NA,0.900839840881036,1.01005385995107,0.791625821811,0.122271958570179,0.125908140401492,-0.347644443873127,NA,0.114571875,0.169225,0.05991875,-0.10930625,0.000144901613209643,4.76075440875474e-06,FALSE,1,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00039230","geneComp_00005422","ENST00000519595.5","DNAAF11","normal","tumor","DNAAF11","protein_coding","protein_coding",8.66420633043529,10.2128214035567,7.11559125731387,0.502382592079493,0.494108941448818,-0.520711787465302,NA,2.15449712328554,1.72416719814686,2.58482704842423,0.225410223399313,0.321450718029874,0.581395381240393,NA,0.261253125,0.166475,0.35603125,0.18955625,0.0361819105404918,0.0138518934363892,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,FALSE
"isoComp_00039236","geneComp_00005422","ENST00000620350.5","DNAAF11","normal","tumor","DNAAF11","protein_coding","protein_coding",8.66420633043529,10.2128214035567,7.11559125731387,0.502382592079493,0.494108941448818,-0.520711787465302,NA,3.22375862912323,4.36430906123119,2.08320819701526,0.263866791270747,0.142028058296628,-1.063339342088,NA,0.3642125,0.4286375,0.2997875,-0.12885,0.0138518934363892,0.0138518934363892,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,FALSE
"isoComp_00039364","geneComp_00005443","ENST00000389394.8","DNAH6","normal","tumor","DNAH6","protein_coding","protein_coding",1.82823714331113,2.25002859412798,1.40644569249428,0.0960538750806299,0.0813538000342084,-0.674065737038251,NA,0.46409123907301,0.809547687114842,0.118634791031178,0.0451648977191707,0.0298869187229063,-2.67154700606321,NA,0.221053125,0.36013125,0.081975,-0.27815625,0.0149905319486319,0.00701405611894719,FALSE,1,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00039365","geneComp_00005443","ENST00000468661.1","DNAH6","normal","tumor","DNAH6","protein_coding","protein_coding_CDS_not_defined",1.82823714331113,2.25002859412798,1.40644569249428,0.0960538750806299,0.0813538000342084,-0.674065737038251,NA,1.06879724298523,1.00078933073517,1.13680515523529,0.0739132733056242,0.0680306680521682,0.182137953773026,NA,0.62930625,0.44324375,0.81536875,0.372125,0.00701405611894719,0.00701405611894719,NA,0.805414,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00039652","geneComp_00005482","ENST00000379221.4","DNAJC15","normal","tumor","DNAJC15","protein_coding","protein_coding",22.2574495976544,18.3707515260776,26.1441476692312,0.869715787923756,1.29895053950831,0.508844000465766,NA,9.33284867532276,8.84440939652694,9.82128795411858,0.375272825472339,0.421431126198525,0.150984350040198,NA,0.4311875,0.48414375,0.37823125,-0.1059125,3.78751733534647e-07,3.68139846585301e-07,FALSE,0.650446,TRUE,"yes","no","no","Mitochondrion",0,TRUE
"isoComp_00039653","geneComp_00005482","ENST00000474320.1","DNAJC15","normal","tumor","DNAJC15","protein_coding","protein_coding_CDS_not_defined",22.2574495976544,18.3707515260776,26.1441476692312,0.869715787923756,1.29895053950831,0.508844000465766,NA,12.9246009223316,9.52634212955064,16.3228597151126,0.528702847753198,0.920219902346055,0.776269513488768,NA,0.5688125,0.51585625,0.62176875,0.1059125,3.68139846585301e-07,3.68139846585301e-07,NA,0.51084,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00040101","geneComp_00005545","ENST00000321117.10","DNMT3A","normal","tumor","DNMT3A","protein_coding","protein_coding",5.40312187057237,5.79830258112242,5.00794116002232,0.246211928161073,0.196844958451449,-0.211021057973927,NA,1.91948253144092,2.5134365197604,1.32552854312144,0.17833954672158,0.100435216037802,-0.917978984470209,NA,0.346575,0.429875,0.263275,-0.1666,0.00372552385979519,0.00372552385979519,FALSE,1,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00040295","geneComp_00005566","ENST00000637255.1","DOCK7","normal","tumor","DOCK7","protein_coding","protein_coding",11.1624777850892,12.7494475615996,9.57550800857881,0.928248364267316,0.633981762425801,-0.412639068568895,NA,3.68069979820565,3.37897186594204,3.98242773046925,0.195057257512979,0.231833877126926,0.236418632589227,NA,0.352915625,0.27805,0.42778125,0.14973125,0.0278919125293048,0.0278919125293048,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00040538","geneComp_00005597","ENST00000263083.12","DPH1","normal","tumor","DPH1","protein_coding","protein_coding",12.5490074268512,12.3376271790848,12.7603876746176,0.702619190053975,0.754733867007502,0.0485684936665719,NA,3.03080228796293,1.44909225642106,4.61251231950481,0.486998476238297,0.760098982304995,1.66360605878872,NA,0.231646875,0.11975,0.34354375,0.22379375,0.0381515811367987,0.0381515811367987,FALSE,1,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,FALSE
"isoComp_00040722","geneComp_00005616","ENST00000404039.5","DPP6","normal","tumor","DPP6","protein_coding","protein_coding",8.25782033956257,14.8939828484276,1.62165783069754,1.41843415133138,0.354789610357481,-3.19128746756427,NA,7.41068600750192,13.8781231945113,0.943248820492567,1.38685569497574,0.314488962772548,-3.86485499931778,NA,0.686403125,0.92204375,0.4507625,-0.47128125,0.000750502626010401,3.72300490782706e-05,FALSE,1,TRUE,"yes","no","no","Cell_membrane,Lysosome_Vacuole",0,TRUE
"isoComp_00040871","geneComp_00005646","ENST00000392250.7","DPY19L3","normal","tumor","DPY19L3","protein_coding","protein_coding",10.10476593628,12.7094961028158,7.50003576974424,0.528729528238655,0.733685324183265,-0.760149833444922,NA,4.12805855770839,6.46751776599061,1.78859934942618,0.56454137968591,0.204887945008399,-1.84856721533752,NA,0.3787625,0.5002,0.257325,-0.242875,0.0456962904284434,0.0456962904284434,FALSE,1,TRUE,"yes","no","no","Endoplasmic_reticulum",0,FALSE
"isoComp_00041558","geneComp_00005745","ENST00000339738.10","DUSP15","normal","tumor","DUSP15","protein_coding","protein_coding",21.1844561084766,12.0554771079099,30.3134351090433,1.49910240586508,3.21112686735371,1.32954822910593,NA,2.60531293907854,2.45545478703377,2.75517109112332,0.268978581810086,0.306149306029947,0.165514951887154,NA,0.15944375,0.22140625,0.09748125,-0.123925,0.00248962702437622,0.000518544846441181,FALSE,0.993187,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00041561","geneComp_00005745","ENST00000398084.6","DUSP15","normal","tumor","DUSP15","protein_coding","protein_coding",21.1844561084766,12.0554771079099,30.3134351090433,1.49910240586508,3.21112686735371,1.32954822910593,NA,12.6754632950646,6.23029611278554,19.1206304773436,0.89523134569815,2.08564281788767,1.61619802636417,NA,0.56523125,0.50529375,0.62516875,0.119875,0.000518544846441181,0.000518544846441181,FALSE,0.63226,TRUE,"no","yes","no",NA,0,TRUE
"isoComp_00041696","geneComp_00005789","ENST00000378888.10","DVL1","normal","tumor","DVL1","protein_coding","protein_coding",17.9427474716107,17.6651738103319,18.2203211328895,1.06507738840469,0.592087882382207,0.0446155731622726,NA,9.29306303922434,7.5093826915603,11.0767433868884,0.376062288674017,0.435695774756732,0.5601495184603,NA,0.525140625,0.43966875,0.6106125,0.17094375,0.0406662218173714,0.0406662218173714,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",0,FALSE
"isoComp_00041697","geneComp_00005789","ENST00000378891.9","DVL1","normal","tumor","DVL1","protein_coding","protein_coding",17.9427474716107,17.6651738103319,18.2203211328895,1.06507738840469,0.592087882382207,0.0446155731622726,NA,7.40625546157372,8.82742500972613,5.9850859134213,1.05402293484725,0.469449234502457,-0.55984563940389,NA,0.404853125,0.48371875,0.3259875,-0.15773125,0.0459874392671877,0.0406662218173714,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",0,FALSE
"isoComp_00042442","geneComp_00005894","ENST00000232458.9","ECT2","normal","tumor","ECT2","protein_coding","protein_coding",6.42823428071326,5.3490572724905,7.50741128893602,0.280934348389993,0.384618251829663,0.488256703741897,NA,1.77152864651118,0.929844990352459,2.6132123026699,0.0739412799061488,0.174033295650958,1.48083983671701,NA,0.264275,0.17895625,0.34959375,0.1706375,0.00983268466456935,0.00983268466456935,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,FALSE
"isoComp_00042677","geneComp_00005955","ENST00000217182.6","EEF1A2","normal","tumor","EEF1A2","protein_coding","protein_coding",8.72968318426083,1.26758393421965,16.191782434302,0.459134041708464,3.02769608688233,3.66466255849437,NA,6.84224796736786,0.635961833328686,13.048534101407,0.353231112215723,2.54305806103167,4.33740021883294,NA,0.527848387096774,0.25342,0.785125,0.531705,7.27011108260045e-06,7.27011108260045e-06,FALSE,1,TRUE,"yes","no","no","Cytoplasm,Nucleus",1,TRUE
"isoComp_00042678","geneComp_00005955","ENST00000298049.12","EEF1A2","normal","tumor","EEF1A2","protein_coding","non_stop_decay",8.72968318426083,1.26758393421965,16.191782434302,0.459134041708464,3.02769608688233,3.66466255849437,NA,0.388878466902395,0.246654487057166,0.531102446747624,0.208119288491578,0.216551760864109,1.07607428166887,NA,0.143354838709677,0.2673,0.02715625,-0.24014375,0.00582220552399996,7.27011108260045e-06,FALSE,0.864986,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00042802","geneComp_00005981","ENST00000427587.9","EEF2KMT","normal","tumor","EEF2KMT","protein_coding","protein_coding",10.9873874855103,9.05167176443301,12.9231032065876,0.55047188745831,0.673565812895692,0.513219342127117,NA,3.85372630692679,3.9017557983311,3.80569681552248,0.35263793779778,0.284290783552015,-0.0358697656301294,NA,0.359975,0.4256625,0.2942875,-0.131375,0.00184042828782513,0.000397675865136931,FALSE,1,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00042808","geneComp_00005981","ENST00000587161.5","EEF2KMT","normal","tumor","EEF2KMT","protein_coding","nonsense_mediated_decay",10.9873874855103,9.05167176443301,12.9231032065876,0.55047188745831,0.673565812895692,0.513219342127117,NA,2.05102452295041,1.15284341864923,2.94920562725158,0.133920150471484,0.240547872502559,1.34755310358055,NA,0.17703125,0.12666875,0.22739375,0.100725,0.0411985320474142,0.000397675865136931,TRUE,0.999916,TRUE,"yes","no","no","Nucleus",0,TRUE
"isoComp_00042816","geneComp_00005983","ENST00000373084.8","EEIG1","normal","tumor","EEIG1","protein_coding","protein_coding",20.4760522606452,23.8478613726939,17.1042431485965,1.04702766316978,0.609163677614056,-0.479267232362827,NA,3.80048652965937,5.69952729453941,1.90144576477933,0.699432301502013,0.282185974309242,-1.57870704051827,NA,0.1713625,0.233125,0.1096,-0.123525,0.0446546872865747,0.0446546872865747,FALSE,0.999015,TRUE,"no","yes","no","Cytoplasm",0,TRUE
"isoComp_00043106","geneComp_00006027","ENST00000509793.5","EGF","normal","tumor","EGF","protein_coding","protein_coding",3.34880667402968,1.25704590492277,5.44056744313659,0.247238042677758,0.744346413642741,2.10493763850654,NA,1.53124233217348,0.450173955455967,2.61231070889099,0.10951709941837,0.349289086030028,2.51058739730651,NA,0.373125,0.2614125,0.4848375,0.223425,0.0375291477002807,0.0375291477002807,FALSE,1,TRUE,"yes","no","yes","Cell_membrane",0,TRUE
"isoComp_00043210","geneComp_00006046","ENST00000263991.9","EHBP1","normal","tumor","EHBP1","protein_coding","protein_coding",18.8494589428328,19.7561344962588,17.9427833894069,1.1387197811896,0.935894388500349,-0.138823226385948,NA,4.39781865553036,3.66844574361046,5.12719156745025,0.400473575319824,0.386407655792293,0.48188356119734,NA,0.235153125,0.18494375,0.2853625,0.10041875,0.0367138078611638,0.0172662221242888,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00043216","geneComp_00006046","ENST00000431489.6","EHBP1","normal","tumor","EHBP1","protein_coding","protein_coding",18.8494589428328,19.7561344962588,17.9427833894069,1.1387197811896,0.935894388500349,-0.138823226385948,NA,8.60025448063606,10.6170686357496,6.58344032552254,0.565784524890823,0.308210783751378,-0.688640363334987,NA,0.4606625,0.54614375,0.37518125,-0.1709625,0.0172662221242888,0.0172662221242888,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",1,TRUE
"isoComp_00043744","geneComp_00006112","ENST00000248342.9","EIF3K","normal","tumor","EIF3K","protein_coding","protein_coding",534.872181561926,428.437640197334,641.306722926518,37.704461773428,42.8372379170843,0.581918121286104,NA,319.247983030625,223.155714001033,415.340252060218,12.6991396074872,27.3542406956521,0.89621303378021,NA,0.6004625,0.5426625,0.6582625,0.1156,0.0279736893035648,0.0279736893035648,FALSE,0.999773,TRUE,"yes","no","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00044382","geneComp_00006200","ENST00000686609.2","ELOA-AS1","normal","tumor","ELOA-AS1","lncRNA","lncRNA",4.46254359388605,5.37325003697268,3.55183715079942,0.395121532849704,0.218492371579884,-0.595855878962982,NA,1.69855646083089,2.69487346229276,0.702239459369017,0.275913885489233,0.109796802328276,-1.92512683339671,NA,0.34121875,0.49298125,0.18945625,-0.303525,7.80848563896888e-05,7.80848563896888e-05,NA,0.00750671,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00045165","geneComp_00006325","ENST00000548360.1","ENSG00000144785","normal","tumor","ENSG00000144785","protein_coding","protein_coding",7.67381103832974,8.33535010691494,7.01227196974455,1.44256593255612,1.09362239295078,-0.249034702987325,NA,4.56478507132571,7.11550624725839,2.01406389539304,1.48184542488985,0.910501196632479,-1.81573768368168,NA,0.467625,0.7121125,0.2231375,-0.488975,0.00451251437422399,0.00451251437422399,FALSE,0.0660163,FALSE,"yes","no","yes","Extracellular",0,TRUE
"isoComp_00045166","geneComp_00006325","ENST00000549318.5","ENSG00000144785","normal","tumor","ENSG00000144785","protein_coding","protein_coding",7.67381103832974,8.33535010691494,7.01227196974455,1.44256593255612,1.09362239295078,-0.249034702987325,NA,2.07460026824836,0.140242727653349,4.00895780884337,0.0753782011777156,0.794340033864265,4.74145436646342,NA,0.298884375,0.02454375,0.573225,0.54868125,0.0100995869817277,0.00451251437422399,FALSE,0.445245,FALSE,"yes","yes","yes",NA,0,TRUE
"isoComp_00046365","geneComp_00007038","ENST00000431981.2","ENSG00000227388","normal","tumor","ENSG00000227388","lncRNA","lncRNA",1.26824042230929,1.49831992755553,1.03816091706305,0.159525213485597,0.2167166886424,-0.525082247920494,NA,0.48109775576835,0.744147827134499,0.2180476844022,0.118616525435384,0.112424689883089,-1.72551182539678,NA,0.284953125,0.44223125,0.127675,-0.31455625,0.00753878265330467,0.00753878265330467,NA,0.115792,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00046543","geneComp_00007104","ENST00000430844.5","ENSG00000228010","normal","tumor","ENSG00000228010","lncRNA","lncRNA",3.27602379239485,5.14966797325925,1.40237961153046,0.541759207203759,0.257413898771387,-1.86915033034937,NA,2.93161944222259,4.75023367810315,1.11300520634204,0.517397516908346,0.23789436293791,-2.08366778043154,NA,0.817234375,0.91533125,0.7191375,-0.19619375,0.0125427515670261,0.0125427515670261,NA,0.0268646,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00046619","geneComp_00007149","ENST00000411904.2","ENSG00000228401","normal","tumor","ENSG00000228401","lncRNA","lncRNA",2.4370288967618,2.46200521490199,2.4120525786216,0.154050433713001,0.177355852467816,-0.0294516029158892,NA,1.06884528377225,0.696144794683851,1.44154577286065,0.111711488218665,0.155859202093668,1.0395541235098,NA,0.427203125,0.2723,0.58210625,0.30980625,0.00031584342343395,0.00031584342343395,NA,0.0824843,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00048648","geneComp_00008306","ENST00000422081.6","ENSG00000241489","normal","tumor","ENSG00000241489","protein_coding","protein_coding",1.50884778956782,1.86760944375707,1.15008613537857,0.171191426957906,0.130922662272928,-0.694665075100994,NA,0.535270693969472,0.745739975210207,0.324801412728736,0.0609624519352163,0.0453931934575486,-1.17458432132287,NA,0.367609375,0.42195625,0.3132625,-0.10869375,0.0476924101745496,0.0476924101745496,FALSE,1,TRUE,"yes","no","no","Cytoplasm",0,FALSE
"isoComp_00048989","geneComp_00008494","ENST00000473753.2","ENSG00000247934","normal","tumor","ENSG00000247934","lncRNA","lncRNA",4.20002004325045,4.59554241946978,3.80449766703112,0.345724784158865,0.262791146706821,-0.271877999878956,NA,0.389306273304704,0.197728525054261,0.580884021555147,0.0424688975601649,0.100645056996272,1.5081756475746,NA,0.096575,0.04261875,0.15053125,0.1079125,0.0060985210811716,0.00533333039444287,NA,0.0423314,FALSE,NA,NA,NA,NA,0,FALSE
