#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000498378.5	171	0.36461	5.73480224609	1	0.969077	coding
ENST00000403148.6	60	0.28993	4.46258544922	-1	0.0558163	noncoding
ENST00000431523.5	299	0.41707	10.4849243164	-1	0.433362	noncoding
ENST00000452101.1	85	0.38157	12.1845092773	1	0.0910301	noncoding
ENST00000464989.5	182	0.32857	9.01629638672	1	0.802011	coding
ENST00000451076.1	31	0.39673	10.7630004883	1	0.0183177	noncoding
ENST00000497065.1	140	0.39202	11.647644043	1	0.570469	coding
ENST00000485813.5	2476	0.4346	8.04901123047	1	1	coding
ENST00000463218.5	176	0.38028	5.69720458984	1	0.984696	coding
ENST00000396688.5	114	0.31798	9.49884033203	1	0.174867	noncoding
ENST00000475921.1	114	0.31819	9.49884033203	1	0.175307	noncoding
ENST00000396689.2	114	0.29911	9.49884033203	1	0.141739	noncoding
ENST00000470375.1	51	0.33533	4.58587646484	1	0.0353162	noncoding
ENST00000452801.1	40	0.4012	9.78204345703	1	0.0230524	noncoding
ENST00000405954.2	177	0.31474	8.61370849609	1	0.728556	coding
ENST00000438823.1	89	0.44609	9.09722900391	1	0.346457	noncoding
ENST00000479788.5	64	0.37853	5.83123779297	1	0.0585429	noncoding
ENST00000649096.1	1691	0.46371	5.85992431641	1	1	coding
ENST00000460788.5	352	0.34255	8.52911376953	1	0.999936	coding
ENST00000498729.9	1792	0.46371	5.38055419922	1	1	coding
ENST00000649190.1	1374	0.45463	5.63543701172	1	1	coding
ENST00000492812.6	418	0.31891	8.54864501953	1	0.999982	coding
ENST00000320389.12	1699	0.46371	5.86041259766	1	1	coding
ENST00000647731.1	1700	0.46976	5.83453369141	1	1	coding
ENST00000650430.1	1365	0.46418	5.60931396484	1	1	coding
ENST00000431776.6	602	0.45673	7.01214599609	1	1	coding
ENST00000465813.2	75	0.4642	11.6344604492	1	0.312229	noncoding
ENST00000649381.1	899	0.44679	5.32940673828	1	1	coding
ENST00000648534.1	87	0.43479	4.91888427734	-1	0.0434748	noncoding
ENST00000402136.5	166	0.47772	6.43768310547	1	0.989062	coding
ENST00000407315.6	578	0.4695	9.38714599609	1	1	coding
ENST00000402545.5	193	0.4729	6.70367431641	1	0.997994	coding
ENST00000429456.1	69	0.29728	10.3334350586	1	0.041022	noncoding
ENST00000416204.1	36	0.3644	11.6990356445	1	0.0189543	noncoding
ENST00000426962.1	57	0.43288	10.7910766602	1	0.0905951	noncoding
ENST00000451070.1	31	0.32943	7.88043212891	1	0.00646822	noncoding
ENST00000567549.2	81	0.40626	6.22235107422	1	0.176685	noncoding
ENST00000357086.10	2711	0.48971	5.81085205078	1	1	coding
ENST00000649015.2	2759	0.49183	5.71014404297	1	1	coding
ENST00000456211.8	2696	0.50065	5.90203857422	1	1	coding
ENST00000648038.1	1991	0.50065	5.52581787109	1	1	coding
ENST00000649414.1	392	0.37843	6.12457275391	1	1	coding
ENST00000649144.1	1030	0.4651	5.57598876953	1	1	coding
ENST00000467545.6	479	0.47569	5.50738525391	1	1	coding
ENST00000648208.1	382	0.48246	5.07305908203	1	1	coding
ENST00000649430.1	219	0.47152	6.10406494141	1	0.999712	coding
ENST00000478515.2	160	0.44122	5.19683837891	-1	0.144629	noncoding
ENST00000649139.1	176	0.45711	5.78143310547	1	0.995557	coding
ENST00000383820.10	344	0.46817	10.2406616211	1	0.999999	coding
ENST00000466141.1	102	0.39746	10.2555541992	1	0.314826	noncoding
ENST00000424438.5	213	0.44034	9.80438232422	1	0.997606	coding
ENST00000418713.6	243	0.40224	10.2350463867	1	0.997437	coding
ENST00000472381.5	142	0.37097	10.4078979492	1	0.601325	coding
ENST00000433972.2	129	0.40704	10.7420043945	1	0.641303	coding
ENST00000684493.1	421	0.3548	4.81231689453	1	1	coding
ENST00000673935.2	393	0.35108	5.02667236328	1	1	coding
ENST00000673737.2	241	0.30628	5.05194091797	1	0.998562	coding
ENST00000684181.1	427	0.32756	5.48077392578	1	1	coding
ENST00000467713.6	364	0.34656	5.20123291016	1	1	coding
ENST00000452070.6	421	0.3548	4.81231689453	1	1	coding
ENST00000683603.1	375	0.35784	4.99749755859	1	1	coding
ENST00000682642.1	375	0.33376	4.99749755859	1	1	coding
ENST00000684659.1	87	0.30129	7.82769775391	1	0.0650707	noncoding
ENST00000465716.2	219	0.27599	5.97003173828	1	0.978222	coding
ENST00000491527.2	87	0.30194	7.82769775391	1	0.0652646	noncoding
ENST00000684629.1	102	0.41315	8.76849365234	1	0.371538	noncoding
ENST00000326434.9	423	0.3717	5.56024169922	1	1	coding
ENST00000682355.1	175	0.45141	5.21502685547	1	0.996623	coding
ENST00000683388.1	168	0.29143	11.7240600586	1	0.241177	noncoding
ENST00000404922.8	1232	0.42625	4.76654052734	1	1	coding
ENST00000295760.11	1185	0.43192	4.72869873047	1	1	coding
ENST00000232974.11	748	0.39435	5.51898193359	1	1	coding
ENST00000680014.1	776	0.39033	5.43145751953	1	1	coding
ENST00000685649.2	63	0.42646	5.86981201172	1	0.0874943	noncoding
ENST00000457331.2	63	0.46754	5.86981201172	1	0.101009	noncoding
ENST00000701041.1	25	0.36174	11.6990356445	1	0.0130499	noncoding
ENST00000231751.9	711	0.35047	8.50360107422	1	1	coding
ENST00000426532.6	667	0.39832	8.19989013672	1	1	coding
ENST00000443496.5	696	0.4171	8.39056396484	-1	0.984388	coding
ENST00000498301.1	55	0.37453	10.3444213867	-1	0.137885	noncoding
ENST00000670818.1	52	0.32399	9.87164306641	1	0.0240637	noncoding
ENST00000689153.2	68	0.34092	4.24652099609	1	0.113355	noncoding
ENST00000701172.1	42	0.35224	8.18975830078	1	0.0121154	noncoding
ENST00000429315.3	126	0.27327	10.762878418	1	0.133395	noncoding
ENST00000635099.1	196	0.48755	8.72991943359	-1	0.28345	noncoding
ENST00000635082.1	132	0.45568	6.86029052734	1	0.889616	coding
ENST00000346691.9	765	0.44772	5.89447021484	1	1	coding
ENST00000639561.1	665	0.46055	5.85882568359	1	1	coding
ENST00000320211.10	792	0.43066	5.89617919922	1	1	coding
ENST00000635464.1	465	0.38137	7.64385986328	1	1	coding
ENST00000412052.4	699	0.45719	5.92962646484	1	1	coding
ENST00000634384.2	594	0.35844	6.02398681641	1	1	coding
ENST00000635084.1	78	0.38706	8.98675537109	1	0.10225	noncoding
ENST00000472301.5	424	0.41651	5.97918701172	1	1	coding
ENST00000484115.5	192	0.31331	10.4301147461	1	0.666591	coding
ENST00000383729.9	503	0.44268	5.67742919922	1	1	coding
ENST00000472796.2	76	0.43568	6.26922607422	1	0.174007	noncoding
ENST00000467506.5	138	0.43173	10.2427368164	1	0.851401	coding
ENST00000305544.9	1799	0.41533	6.07159423828	1	1	coding
ENST00000418109.5	1799	0.41533	6.07159423828	1	1	coding
ENST00000484713.1	85	0.4514	10.2758178711	1	0.363513	noncoding
ENST00000498377.1	274	0.44639	4.89630126953	-1	0.614016	coding
ENST00000469665.1	158	0.35151	5.66082763672	1	0.921696	coding
ENST00000493571.1	134	0.36217	5.14007568359	1	0.835713	coding
ENST00000421735.3	86	0.29469	11.452331543	1	0.0617604	noncoding
ENST00000686401.2	42	0.35703	10.7365112305	1	0.0225296	noncoding
ENST00000266041.9	931	0.47467	6.51275634766	1	1	coding
ENST00000485816.5	936	0.46723	6.43035888672	1	1	coding
ENST00000406595.5	901	0.45288	6.05633544922	1	1	coding
ENST00000464000.1	68	0.38588	9.92401123047	1	0.0726435	noncoding
ENST00000441637.2	677	0.44325	5.10711669922	1	1	coding
ENST00000491663.5	649	0.46723	5.97808837891	1	1	coding
ENST00000461966.5	136	0.45956	6.94183349609	1	0.913944	coding
ENST00000481977.5	136	0.45306	6.94183349609	1	0.908875	coding
ENST00000471505.1	115	0.4631	4.17144775391	1	0.912758	coding
ENST00000484632.1	35	0.44769	12.004699707	1	0.0394419	noncoding
ENST00000485894.1	115	0.44452	4.50445556641	-1	0.0847393	noncoding
ENST00000467462.1	138	0.35071	8.70526123047	-1	0.142406	noncoding
ENST00000338458.8	559	0.40426	6.49835205078	1	1	coding
ENST00000296315.8	527	0.426	6.02520751953	1	1	coding
ENST00000496106.5	533	0.418	6.23504638672	1	1	coding
ENST00000495373.5	417	0.41919	7.58465576172	1	1	coding
ENST00000468727.5	184	0.48027	9.29754638672	-1	0.277817	noncoding
ENST00000477833.5	137	0.43171	11.1195678711	-1	0.233339	noncoding
ENST00000477440.6	95	0.38731	11.4135131836	-1	0.184532	noncoding
ENST00000468466.1	100	0.35334	10.2911987305	-1	0.165106	noncoding
ENST00000295934.8	186	0.3948	9.00726318359	1	0.969755	coding
ENST00000647958.1	186	0.37123	9.00726318359	1	0.940771	coding
ENST00000495160.2	107	0.40697	6.81402587891	-1	0.0565427	noncoding
ENST00000415149.6	912	0.35244	8.73748779297	1	1	coding
ENST00000325805.13	942	0.37554	8.95709228516	1	1	coding
ENST00000454540.5	44	0.33298	5.93218994141	1	0.0135547	noncoding
ENST00000449335.5	144	0.47356	5.35357666016	-1	0.129515	noncoding
ENST00000456419.5	205	0.4998	6.46905517578	-1	0.264973	noncoding
ENST00000443253.1	48	0.44483	11.6143188477	-1	0.16021	noncoding
ENST00000458347.1	104	0.46224	10.919128418	-1	0.20139	noncoding
ENST00000393845.9	1855	0.47074	5.28326416016	1	1	coding
ENST00000489244.1	162	0.33126	9.20904541016	1	0.642957	coding
ENST00000461734.1	402	0.47806	5.55242919922	1	1	coding
ENST00000484923.1	42	0.42767	8.58868408203	1	0.0241437	noncoding
ENST00000465510.1	84	0.49436	9.92645263672	-1	0.121471	noncoding
ENST00000490481.1	105	0.38397	9.69317626953	1	0.297012	noncoding
ENST00000295868.6	1027	0.48237	4.82073974609	1	1	coding
ENST00000479422.1	101	0.44667	4.49005126953	1	0.762228	coding
ENST00000490035.7	339	0.30576	6.54974365234	1	0.999928	coding
ENST00000333617.8	209	0.44622	6.11688232422	1	0.999333	coding
ENST00000498645.1	195	0.47082	5.06488037109	-1	0.298533	noncoding
ENST00000474851.1	205	0.45024	9.20062255859	-1	0.285751	noncoding
ENST00000273691.7	503	0.37611	8.86956787109	1	1	coding
ENST00000344209.10	547	0.37765	9.11676025391	1	1	coding
ENST00000430155.6	516	0.43548	6.47637939453	1	1	coding
ENST00000469902.6	715	0.46755	5.51361083984	1	1	coding
ENST00000473262.5	547	0.32574	7.86639404297	1	1	coding
ENST00000465475.5	344	0.37617	6.74468994141	1	0.999998	coding
ENST00000479352.5	468	0.46159	6.21307373047	1	1	coding
ENST00000483944.5	303	0.46298	5.97711181641	1	0.999999	coding
ENST00000461616.1	88	0.34119	5.37603759766	1	0.174761	noncoding
ENST00000479231.1	185	0.43629	5.46734619141	-1	0.191325	noncoding
ENST00000479826.1	174	0.39185	9.49163818359	1	0.934553	coding
ENST00000481760.2	43	0.3824	6.49810791016	1	0.0149341	noncoding
ENST00000514463.1	242	0.30981	9.49761962891	1	0.938785	coding
ENST00000389709.8	859	0.44983	8.48040771484	1	1	coding
ENST00000515545.5	340	0.39994	6.25787353516	1	0.999999	coding
ENST00000336332.5	711	0.42204	8.45489501953	1	1	coding
ENST00000605830.6	120	0.31917	7.59173583984	1	0.264394	noncoding
ENST00000686063.1	21	0.32882	5.58294677734	1	0.00431366	noncoding
ENST00000690344.1	21	0.39413	5.58294677734	1	0.00540142	noncoding
ENST00000605698.2	120	0.31917	7.59173583984	1	0.264394	noncoding
ENST00000603884.5	66	0.42741	4.52093505859	1	0.203572	noncoding
ENST00000671446.1	120	0.29607	7.59173583984	1	0.215113	noncoding
ENST00000653304.1	256	0.38219	7.68841552734	1	0.999432	coding
ENST00000423778.7	662	0.36007	7.11993408203	1	1	coding
ENST00000508956.5	641	0.45917	7.34112548828	1	1	coding
ENST00000503669.1	332	0.43599	6.82586669922	1	1	coding
ENST00000506319.5	209	0.31702	6.54119873047	1	0.975686	coding
ENST00000508041.1	96	0.42619	5.03570556641	1	0.571696	coding
ENST00000338446.8	214	0.42187	5.67144775391	1	0.999482	coding
ENST00000360570.8	202	0.41176	4.96673583984	1	0.99924	coding
ENST00000393035.6	180	0.42017	5.54974365234	1	0.99552	coding
ENST00000491175.1	125	0.39863	5.92291259766	1	0.776463	coding
ENST00000393034.6	180	0.42812	5.54974365234	1	0.996073	coding
ENST00000296059.7	202	0.32546	7.39703369141	1	0.950435	coding
ENST00000470080.5	202	0.36245	7.39703369141	1	0.983238	coding
ENST00000474754.1	159	0.36137	5.71661376953	-1	0.105141	noncoding
ENST00000491182.1	138	0.31374	8.05804443359	1	0.388894	noncoding
ENST00000490337.6	420	0.38274	9.09564208984	1	1	coding
ENST00000471742.5	409	0.38274	9.22528076172	1	0.999999	coding
ENST00000618897.4	375	0.34554	9.47271728516	1	0.999938	coding
ENST00000302490.12	402	0.36783	9.39495849609	1	0.999996	coding
ENST00000389634.5	373	0.46943	9.47271728516	1	1	coding
ENST00000445224.6	245	0.38664	5.06463623047	1	0.999902	coding
ENST00000495954.5	85	0.42927	4.89471435547	1	0.418827	noncoding
ENST00000472483.5	161	0.44092	5.10565185547	1	0.991408	coding
ENST00000482804.1	261	0.44215	4.81231689453	1	0.999993	coding
ENST00000482885.1	113	0.29607	4.31097412109	1	0.59053	coding
ENST00000232458.9	884	0.46743	7.27972412109	1	1	coding
ENST00000540509.5	884	0.47236	7.27972412109	1	1	coding
ENST00000392692.8	915	0.44615	7.76519775391	1	1	coding
ENST00000417960.5	883	0.47236	7.53717041016	1	1	coding
ENST00000426894.5	106	0.46681	4.19256591797	-1	0.097629	noncoding
ENST00000366254.2	18	0.38115	4.66741943359	-1	0.0112531	noncoding
ENST00000415665.5	159	0.48287	4.58563232422	-1	0.217074	noncoding
ENST00000438041.5	150	0.44422	4.52716064453	-1	0.151335	noncoding
ENST00000444250.1	195	0.44786	7.68939208984	-1	0.206037	noncoding
ENST00000437296.1	227	0.40182	9.89398193359	1	0.995449	coding
ENST00000487073.1	44	0.39648	8.60931396484	1	0.0198562	noncoding
ENST00000491144.5	443	0.45256	4.63702392578	1	1	coding
ENST00000649814.1	531	0.40471	6.15252685547	1	1	coding
ENST00000648915.2	722	0.45605	4.97796630859	1	1	coding
ENST00000465218.3	583	0.42476	5.04815673828	1	1	coding
ENST00000432569.2	108	0.41189	6.55218505859	1	0.526536	coding
ENST00000481054.5	333	0.42257	4.50408935547	1	1	coding
ENST00000493740.1	143	0.41228	7.12030029297	1	0.887314	coding
ENST00000392499.6	179	0.40453	6.43646240234	1	0.988067	coding
ENST00000307944.6	179	0.4517	6.43646240234	1	0.994696	coding
ENST00000460288.1	151	0.35558	10.0757446289	1	0.623954	coding
ENST00000392456.4	307	0.4427	6.19647216797	1	0.999999	coding
ENST00000392455.9	483	0.3413	8.30914306641	1	1	coding
ENST00000460064.1	26	0.42523	8.84100341797	1	0.0104372	noncoding
ENST00000436408.6	724	0.41587	4.83892822266	1	1	coding
ENST00000485430.1	123	0.37407	7.76495361328	1	0.5	coding
ENST00000480350.1	128	0.4471	4.40728759766	-1	0.112013	noncoding
ENST00000447234.7	710	0.42018	4.94744873047	1	1	coding
ENST00000445522.6	675	0.42435	4.93548583984	1	1	coding
ENST00000498018.1	167	0.44335	5.24176025391	1	0.993779	coding
ENST00000423938.1	126	0.48665	9.97235107422	1	0.926281	coding
ENST00000532937.1	33	0.41053	4.55657958984	1	0.0224484	noncoding
ENST00000513449.6	412	0.35803	9.07501220703	1	0.999997	coding
ENST00000389737.5	758	0.40524	6.98150634766	1	1	coding
ENST00000528167.1	245	0.43255	4.83709716797	1	0.999974	coding
ENST00000532477.1	366	0.29462	8.97955322266	1	0.998888	coding
ENST00000531038.5	80	0.33716	6.38262939453	1	0.078376	noncoding
ENST00000511149.1	68	0.43726	4.28314208984	1	0.272944	noncoding
ENST00000511366.2	144	0.33485	8.89630126953	1	0.5	coding
ENST00000382480.6	516	0.43768	9.02349853516	1	1	coding
ENST00000515606.1	516	0.43768	9.02349853516	1	1	coding
ENST00000315782.6	642	0.40905	8.36944580078	1	1	coding
ENST00000360986.9	653	0.423	8.21954345703	1	1	coding
ENST00000514602.1	63	0.35837	5.92596435547	1	0.044066	noncoding
ENST00000504070.2	70	0.32571	7.78656005859	1	0.0368343	noncoding
ENST00000514875.1	70	0.44736	7.78656005859	1	0.123262	noncoding
ENST00000513486.1	40	0.42526	11.2147827148	1	0.0382017	noncoding
ENST00000573308.5	161	0.34984	11.6747436523	1	0.5	coding
ENST00000573950.5	49	0.3688	7.99871826172	1	0.0184235	noncoding
ENST00000570786.1	57	0.35606	11.4756469727	1	0.0378198	noncoding
ENST00000513724.1	43	0.34765	9.48236083984	1	0.0169636	noncoding
ENST00000500571.2	43	0.37124	9.48236083984	1	0.0193128	noncoding
ENST00000508180.1	101	0.46482	5.07562255859	-1	0.0648131	noncoding
ENST00000295461.10	411	0.34157	5.67999267578	1	1	coding
ENST00000381295.7	895	0.49197	6.16534423828	1	1	coding
ENST00000346134.11	895	0.46502	6.16534423828	1	1	coding
ENST00000349598.6	880	0.46502	6.16241455078	1	1	coding
ENST00000511971.5	376	0.29153	8.12188720703	1	0.99971	coding
ENST00000504321.1	91	0.41634	6.56988525391	1	0.289224	noncoding
ENST00000514213.7	963	0.48231	4.84527587891	1	1	coding
ENST00000264904.8	974	0.47206	4.82672119141	1	1	coding
ENST00000682513.1	3350	0.44826	5.23553466797	1	1	coding
ENST00000512123.4	4013	0.4387	5.33270263672	1	1	coding
ENST00000508909.5	73	0.29187	9.98297119141	1	0.0432243	noncoding
ENST00000510944.3	397	0.45512	4.62481689453	1	1	coding
ENST00000395002.6	670	0.39168	5.56085205078	1	1	coding
ENST00000264344.10	1024	0.43813	6.07196044922	1	1	coding
ENST00000511573.5	467	0.42681	5.60321044922	1	1	coding
ENST00000503556.5	684	0.46788	5.75616455078	1	1	coding
ENST00000511623.1	9	0.44459	5.58746337891	-1	0.0108737	noncoding
ENST00000515155.1	60	0.36984	4.86700439453	-1	0.023582	noncoding
ENST00000502459.5	325	0.46082	5.93072509766	-1	0.748615	coding
ENST00000512339.5	151	0.45088	7.70318603516	1	0.95459	coding
ENST00000509094.5	278	0.4187	6.65924072266	1	0.999979	coding
ENST00000515600.1	203	0.44456	7.65313720703	1	0.997942	coding
ENST00000610556.4	1231	0.49339	8.88519287109	1	1	coding
ENST00000448416.6	124	0.35812	5.60601806641	1	0.653076	coding
ENST00000307142.9	1262	0.41857	8.93792724609	1	1	coding
ENST00000429713.7	1094	0.33281	8.75299072266	1	1	coding
ENST00000504178.1	1132	0.41857	8.90899658203	1	1	coding
ENST00000627783.2	699	0.33446	9.37762451172	1	1	coding
ENST00000505133.5	34	0.38534	4.46942138672	1	0.0196115	noncoding
ENST00000509834.6	45	0.39493	7.88641357422	1	0.0181774	noncoding
ENST00000693730.1	67	0.34287	8.73516845703	1	0.0388504	noncoding
ENST00000511497.5	77	0.32417	8.61212158203	1	0.0502117	noncoding
ENST00000504984.1	63	0.35924	8.93536376953	1	0.0384452	noncoding
ENST00000662621.1	94	0.30868	4.74993896484	1	0.265554	noncoding
ENST00000513851.1	27	0.46368	9.30230712891	1	0.0209273	noncoding
ENST00000667326.1	50	0.37625	7.89532470703	1	0.0203204	noncoding
ENST00000663973.1	50	0.3809	7.89532470703	1	0.0211202	noncoding
ENST00000604922.1	39	0.41652	9.69976806641	1	0.02508	noncoding
ENST00000409598.8	768	0.43737	8.73773193359	1	1	coding
ENST00000604030.7	1048	0.43197	8.72601318359	1	1	coding
ENST00000409252.6	791	0.43462	8.53619384766	1	1	coding
ENST00000478503.6	546	0.4048	8.50347900391	1	1	coding
ENST00000514152.5	768	0.43462	8.73773193359	1	1	coding
ENST00000652233.1	1012	0.43462	8.23406982422	1	1	coding
ENST00000427414.2	732	0.44734	8.19061279297	1	1	coding
ENST00000462257.1	29	0.46463	6.81610107422	1	0.0106492	noncoding
ENST00000514013.1	25	0.46384	5.42608642578	1	0.00995629	noncoding
ENST00000638824.1	561	0.41968	4.41986083984	1	1	coding
ENST00000685677.1	985	0.47072	5.36102294922	1	1	coding
ENST00000686697.1	1126	0.49792	5.55548095703	1	1	coding
ENST00000439128.6	1259	0.49022	5.66888427734	1	1	coding
ENST00000511633.5	1243	0.47587	5.55169677734	1	1	coding
ENST00000510533.5	1215	0.49022	5.50189208984	1	1	coding
ENST00000509912.5	321	0.41479	10.0698852539	1	0.99997	coding
ENST00000692868.1	217	0.35977	10.2853393555	1	0.959643	coding
ENST00000666010.3	71	0.37537	7.66070556641	1	0.0592464	noncoding
ENST00000609153.2	67	0.34394	10.7163696289	1	0.0503129	noncoding
ENST00000608794.1	71	0.35399	7.66070556641	1	0.0479417	noncoding
ENST00000609900.1	78	0.3151	7.59747314453	1	0.0494886	noncoding
ENST00000608892.1	66	0.3822	11.4846801758	1	0.0635156	noncoding
ENST00000652578.1	140	0.31326	8.73175048828	1	0.364841	noncoding
ENST00000684972.1	109	0.32664	7.69049072266	1	0.189946	noncoding
ENST00000690867.1	109	0.42489	7.69049072266	1	0.526785	coding
ENST00000689786.1	109	0.39159	7.69049072266	1	0.391005	noncoding
ENST00000693074.1	113	0.29328	6.25299072266	1	0.261958	noncoding
ENST00000689567.2	109	0.36373	7.69049072266	1	0.289127	noncoding
ENST00000691787.1	109	0.34952	7.69049072266	1	0.24532	noncoding
ENST00000436493.2	109	0.39136	7.69049072266	1	0.390045	noncoding
ENST00000513610.6	2059	0.44422	5.85284423828	1	1	coding
ENST00000515803.5	1416	0.48098	5.86663818359	1	1	coding
ENST00000505695.5	1416	0.47687	5.86663818359	1	1	coding
ENST00000513882.5	830	0.45206	8.72772216797	-1	0.998888	coding
ENST00000382065.8	320	0.35756	6.66888427734	1	0.999982	coding
ENST00000231338.7	247	0.39751	6.04058837891	1	0.999842	coding
ENST00000508398.1	96	0.34283	9.09674072266	1	0.128766	noncoding
ENST00000513471.5	127	0.39299	6.02142333984	1	0.771476	coding
ENST00000508434.1	169	0.39201	8.28387451172	1	0.939696	coding
ENST00000354891.7	1018	0.39257	7.24114990234	1	1	coding
ENST00000322350.10	1010	0.39291	7.46331787109	1	1	coding
ENST00000336740.10	776	0.38707	6.80389404297	1	1	coding
ENST00000397202.6	376	0.33805	8.25946044922	1	0.99998	coding
ENST00000508868.5	44	0.30935	6.68865966797	1	0.0118437	noncoding
ENST00000397210.7	153	0.33059	9.54998779297	1	0.534054	coding
ENST00000512982.4	830	0.43345	6.47894287109	1	1	coding
ENST00000351578.12	784	0.43345	6.11419677734	1	1	coding
ENST00000646045.2	840	0.43345	6.47991943359	1	1	coding
ENST00000647313.1	139	0.41317	4.72833251953	1	0.960717	coding
ENST00000642942.1	44	0.32719	9.38360595703	1	0.0160496	noncoding
ENST00000515010.5	784	0.46178	6.11419677734	1	1	coding
ENST00000644817.1	99	0.22328	9.48284912109	1	0.109422	noncoding
ENST00000510188.1	174	0.45451	9.90948486328	-1	0.260715	noncoding
ENST00000506557.5	62	0.36619	10.5485229492	-1	0.154655	noncoding
ENST00000503065.1	34	0.36382	9.48577880859	1	0.0124072	noncoding
ENST00000230882.9	639	0.37021	4.76129150391	1	1	coding
ENST00000620156.4	646	0.37048	4.76129150391	1	1	coding
ENST00000537449.5	639	0.37048	4.76129150391	1	1	coding
ENST00000357703.6	617	0.39468	4.69317626953	1	1	coding
ENST00000622294.2	296	0.34062	5.27581787109	1	0.999971	coding
ENST00000389100.9	593	0.28978	8.89215087891	1	0.999999	coding
ENST00000296615.10	417	0.3711	9.26397705078	1	0.999999	coding
ENST00000504296.1	107	0.46617	8.34649658203	-1	0.0830921	noncoding
ENST00000255189.8	867	0.47328	7.30963134766	1	1	coding
ENST00000523732.1	604	0.48065	6.34564208984	1	1	coding
ENST00000518477.5	574	0.46179	6.24591064453	1	1	coding
ENST00000520388.5	47	0.35844	8.47796630859	1	0.016816	noncoding
ENST00000518707.1	47	0.41229	8.47796630859	1	0.0263724	noncoding
ENST00000520855.1	51	0.33081	4.83087158203	1	0.030758	noncoding
ENST00000513310.5	70	0.38691	11.6536254883	-1	0.179299	noncoding
ENST00000510218.1	67	0.46567	10.495300293	-1	0.127717	noncoding
ENST00000350881.6	962	0.43869	4.43780517578	1	1	coding
ENST00000511733.1	871	0.44574	4.38836669922	1	1	coding
ENST00000515510.1	35	0.36393	9.11199951172	1	0.0115905	noncoding
ENST00000504720.5	234	0.40729	4.99981689453	1	0.999895	coding
ENST00000703867.1	1281	0.37952	6.18072509766	1	1	coding
ENST00000513200.7	1276	0.42051	6.17999267578	1	1	coding
ENST00000504117.1	551	0.31204	6.82928466797	1	1	coding
ENST00000329378.7	325	0.3158	5.29656982422	1	0.999983	coding
ENST00000638452.2	1214	0.45618	6.33929443359	1	1	coding
ENST00000638568.2	1214	0.45071	6.33929443359	1	1	coding
ENST00000639899.1	1106	0.40611	6.01397705078	1	1	coding
ENST00000638504.1	685	0.41623	5.92181396484	1	1	coding
ENST00000472478.6	83	0.38531	11.4531860352	1	0.120865	noncoding
ENST00000454473.5	867	0.4476	4.55181884766	1	1	coding
ENST00000230901.9	952	0.44608	4.60015869141	1	1	coding
ENST00000402931.5	879	0.4476	4.56890869141	1	1	coding
ENST00000411594.6	867	0.4476	4.61456298828	1	1	coding
ENST00000512140.5	838	0.45008	4.54449462891	1	1	coding
ENST00000483805.1	150	0.47157	3.96746826172	-1	0.232988	noncoding
ENST00000463620.1	223	0.44978	4.00506591797	-1	0.5	coding
ENST00000453824.1	166	0.44883	4.59075927734	-1	0.198692	noncoding
ENST00000471892.6	143	0.44869	5.02716064453	1	0.973913	coding
ENST00000432618.5	80	0.41259	8.71087646484	1	0.149604	noncoding
ENST00000425764.5	177	0.47183	6.85552978516	-1	0.173821	noncoding
ENST00000515254.1	179	0.45365	8.31988525391	1	0.991463	coding
ENST00000562220.2	845	0.34692	4.81658935547	1	1	coding
ENST00000307360.6	949	0.43352	5.04095458984	1	1	coding
ENST00000506939.6	686	0.43904	5.00323486328	1	1	coding
ENST00000612503.1	851	0.48957	4.73419189453	1	1	coding
ENST00000398610.3	937	0.43213	4.78314208984	1	1	coding
ENST00000359370.10	156	0.302	6.51617431641	1	0.706774	coding
ENST00000337706.7	156	0.302	6.51617431641	1	0.706774	coding
ENST00000621536.4	156	0.29435	6.51617431641	1	0.685286	coding
ENST00000378046.5	156	0.32305	6.51617431641	1	0.773711	coding
ENST00000360966.9	79	0.35565	9.03204345703	1	0.0752601	noncoding
ENST00000489937.5	79	0.3283	9.03204345703	1	0.057982	noncoding
ENST00000441680.6	156	0.46068	6.51617431641	1	0.97727	coding
ENST00000419524.6	156	0.36287	6.51617431641	1	0.887154	coding
ENST00000521655.1	167	0.38015	5.64044189453	1	0.97446	coding
ENST00000231198.12	299	0.33095	8.11627197266	1	0.999174	coding
ENST00000519560.6	1524	0.37724	7.99212646484	1	1	coding
ENST00000332966.8	1531	0.38036	7.98455810547	1	1	coding
ENST00000521130.1	220	0.44652	8.95037841797	1	0.998964	coding
ENST00000311086.9	186	0.34973	5.89080810547	1	0.978958	coding
ENST00000285908.5	130	0.32198	7.90850830078	1	0.350935	noncoding
ENST00000477985.1	63	0.38221	5.10809326172	1	0.0789659	noncoding
ENST00000518658.1	63	0.35209	5.10809326172	1	0.0585835	noncoding
ENST00000505099.5	102	0.41318	10.1168823242	1	0.382196	noncoding
ENST00000414691.8	231	0.4093	9.73504638672	1	0.997377	coding
ENST00000513651.5	71	0.34475	9.82061767578	1	0.0539335	noncoding
ENST00000229583.9	249	0.49562	9.80279541016	1	0.999945	coding
ENST00000379415.6	168	0.44407	9.41583251953	-1	0.210424	noncoding
ENST00000506810.1	168	0.46761	9.41583251953	-1	0.232618	noncoding
ENST00000613507.4	1098	0.45799	5.10858154297	1	1	coding
