#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000615277.5	1128	0.48689	6.47381591797	1	1	coding
ENST00000432376.5	1002	0.46658	5.85968017578	1	1	coding
ENST00000419842.1	678	0.49385	6.97955322266	1	1	coding
ENST00000414198.7	42	0.36854	6.49151611328	1	0.012707	noncoding
ENST00000598149.6	107	0.32374	6.48406982422	1	0.2277	noncoding
ENST00000610002.4	41	0.3072	9.79095458984	1	0.0159907	noncoding
ENST00000438418.8	41	0.3439	9.79095458984	1	0.0167738	noncoding
ENST00000593741.6	43	0.37348	6.69964599609	1	0.0135486	noncoding
ENST00000626869.2	40	0.29005	8.06365966797	1	0.0108762	noncoding
ENST00000631076.2	42	0.34225	6.49151611328	1	0.0110653	noncoding
ENST00000596277.5	42	0.41781	9.03497314453	1	0.0245096	noncoding
ENST00000628431.2	28	0.44027	4.83099365234	1	0.0164182	noncoding
ENST00000596307.5	81	0.34875	9.09893798828	1	0.0765236	noncoding
ENST00000628248.2	35	0.3592	3.83880615234	1	0.0240015	noncoding
ENST00000626526.1	43	0.29815	10.3179321289	1	0.0200014	noncoding
ENST00000593444.5	42	0.40927	6.49151611328	1	0.0176985	noncoding
ENST00000630766.1	33	0.39908	3.91632080078	1	0.0309057	noncoding
ENST00000627496.2	35	0.33783	10.0560913086	1	0.0141574	noncoding
ENST00000628209.2	68	0.29757	9.61077880859	1	0.0358615	noncoding
ENST00000453361.1	70	0.33011	4.92718505859	1	0.0819843	noncoding
ENST00000487159.5	850	0.4319	5.83221435547	1	1	coding
ENST00000327628.10	954	0.43089	5.58831787109	1	1	coding
ENST00000613405.4	671	0.41227	4.78875732422	1	1	coding
ENST00000341421.7	687	0.41227	4.81304931641	1	1	coding
ENST00000702423.1	24	0.41516	6.49395751953	1	0.0060826	noncoding
ENST00000445452.1	12	0.36975	8.34539794922	1	0.00304286	noncoding
ENST00000653434.1	67	0.30761	10.2437133789	1	0.0394425	noncoding
ENST00000668806.1	57	0.34127	9.96966552734	1	0.031832	noncoding
ENST00000434363.3	47	0.33494	11.1338500977	1	0.0257169	noncoding
ENST00000232974.11	748	0.39435	5.51898193359	1	1	coding
ENST00000680014.1	776	0.39033	5.43145751953	1	1	coding
ENST00000505904.1	294	0.47693	9.41265869141	1	0.999993	coding
ENST00000685649.2	63	0.42646	5.86981201172	1	0.0874943	noncoding
ENST00000457331.2	63	0.46754	5.86981201172	1	0.101009	noncoding
ENST00000701041.1	25	0.36174	11.6990356445	1	0.0130499	noncoding
ENST00000231751.9	711	0.35047	8.50360107422	1	1	coding
ENST00000426532.6	667	0.39832	8.19989013672	1	1	coding
ENST00000443496.5	696	0.4171	8.39056396484	-1	0.984388	coding
ENST00000498301.1	55	0.37453	10.3444213867	-1	0.137885	noncoding
ENST00000635099.1	196	0.48755	8.72991943359	-1	0.28345	noncoding
ENST00000635082.1	132	0.45568	6.86029052734	1	0.889616	coding
ENST00000346691.9	765	0.44772	5.89447021484	1	1	coding
ENST00000639561.1	665	0.46055	5.85882568359	1	1	coding
ENST00000320211.10	792	0.43066	5.89617919922	1	1	coding
ENST00000635464.1	465	0.38137	7.64385986328	1	1	coding
ENST00000412052.4	699	0.45719	5.92962646484	1	1	coding
ENST00000634384.2	594	0.35844	6.02398681641	1	1	coding
ENST00000635084.1	78	0.38706	8.98675537109	1	0.10225	noncoding
ENST00000394729.6	677	0.44212	7.93365478516	1	1	coding
ENST00000330452.8	677	0.44007	7.93365478516	1	1	coding
ENST00000650739.1	677	0.42508	7.93365478516	1	1	coding
ENST00000654719.1	677	0.42055	7.93365478516	1	1	coding
ENST00000697589.1	449	0.42497	6.44708251953	1	1	coding
ENST00000415149.6	912	0.35244	8.73748779297	1	1	coding
ENST00000325805.13	942	0.37554	8.95709228516	1	1	coding
ENST00000449335.5	144	0.47356	5.35357666016	-1	0.129515	noncoding
ENST00000456419.5	205	0.4998	6.46905517578	-1	0.264973	noncoding
ENST00000443253.1	48	0.44483	11.6143188477	-1	0.16021	noncoding
ENST00000458347.1	104	0.46224	10.919128418	-1	0.20139	noncoding
ENST00000355354.13	306	0.36366	8.09246826172	1	0.999878	coding
ENST00000361309.6	324	0.39544	6.82415771484	1	0.999997	coding
ENST00000471694.1	90	0.31512	10.1338500977	1	0.0813374	noncoding
ENST00000517766.5	48	0.4371	8.21282958984	1	0.0343271	noncoding
ENST00000644850.1	183	0.4531	6.12579345703	-1	0.184839	noncoding
ENST00000393845.9	1855	0.47074	5.28326416016	1	1	coding
ENST00000489244.1	162	0.33126	9.20904541016	1	0.642957	coding
ENST00000461734.1	402	0.47806	5.55242919922	1	1	coding
ENST00000484923.1	42	0.42767	8.58868408203	1	0.0241437	noncoding
ENST00000465510.1	84	0.49436	9.92645263672	-1	0.121471	noncoding
ENST00000490481.1	105	0.38397	9.69317626953	1	0.297012	noncoding
ENST00000479422.1	101	0.44667	4.49005126953	1	0.762228	coding
ENST00000273691.7	503	0.37611	8.86956787109	1	1	coding
ENST00000344209.10	547	0.37765	9.11676025391	1	1	coding
ENST00000430155.6	516	0.43548	6.47637939453	1	1	coding
ENST00000469902.6	715	0.46755	5.51361083984	1	1	coding
ENST00000465475.5	344	0.37617	6.74468994141	1	0.999998	coding
ENST00000461616.1	88	0.34119	5.37603759766	1	0.174761	noncoding
ENST00000479231.1	185	0.43629	5.46734619141	-1	0.191325	noncoding
ENST00000479826.1	174	0.39185	9.49163818359	1	0.934553	coding
ENST00000462437.1	112	0.38584	4.40655517578	-1	0.0510135	noncoding
ENST00000514463.1	242	0.30981	9.49761962891	1	0.938785	coding
ENST00000389709.8	859	0.44983	8.48040771484	1	1	coding
ENST00000515545.5	340	0.39994	6.25787353516	1	0.999999	coding
ENST00000336332.5	711	0.42204	8.45489501953	1	1	coding
ENST00000338446.8	214	0.42187	5.67144775391	1	0.999482	coding
ENST00000360570.8	202	0.41176	4.96673583984	1	0.99924	coding
ENST00000393035.6	180	0.42017	5.54974365234	1	0.99552	coding
ENST00000491175.1	125	0.39863	5.92291259766	1	0.776463	coding
ENST00000393034.6	180	0.42812	5.54974365234	1	0.996073	coding
ENST00000296059.7	202	0.32546	7.39703369141	1	0.950435	coding
ENST00000470080.5	202	0.36245	7.39703369141	1	0.983238	coding
ENST00000474754.1	159	0.36137	5.71661376953	-1	0.105141	noncoding
ENST00000491182.1	138	0.31374	8.05804443359	1	0.388894	noncoding
ENST00000295920.7	595	0.46084	7.20562744141	1	1	coding
ENST00000496455.7	694	0.39192	6.42071533203	1	1	coding
ENST00000478609.5	47	0.33064	8.84063720703	1	0.0159215	noncoding
ENST00000490337.6	420	0.38274	9.09564208984	1	1	coding
ENST00000471742.5	409	0.38274	9.22528076172	1	0.999999	coding
ENST00000618897.4	375	0.34554	9.47271728516	1	0.999938	coding
ENST00000302490.12	402	0.36783	9.39495849609	1	0.999996	coding
ENST00000445224.6	245	0.38664	5.06463623047	1	0.999902	coding
ENST00000495954.5	85	0.42927	4.89471435547	1	0.418827	noncoding
ENST00000483730.1	30	0.31315	5.30218505859	1	0.00832297	noncoding
ENST00000482804.1	261	0.44215	4.81231689453	1	0.999993	coding
ENST00000482885.1	113	0.29607	4.31097412109	1	0.59053	coding
ENST00000232458.9	884	0.46743	7.27972412109	1	1	coding
ENST00000540509.5	884	0.47236	7.27972412109	1	1	coding
ENST00000392692.8	915	0.44615	7.76519775391	1	1	coding
ENST00000417960.5	883	0.47236	7.53717041016	1	1	coding
ENST00000428567.5	204	0.45929	5.20538330078	-1	0.30532	noncoding
ENST00000366254.2	18	0.38115	4.66741943359	-1	0.0112531	noncoding
ENST00000415665.5	159	0.48287	4.58563232422	-1	0.217074	noncoding
ENST00000438041.5	150	0.44422	4.52716064453	-1	0.151335	noncoding
ENST00000444250.1	195	0.44786	7.68939208984	-1	0.206037	noncoding
ENST00000437296.1	227	0.40182	9.89398193359	1	0.995449	coding
ENST00000392456.4	307	0.4427	6.19647216797	1	0.999999	coding
ENST00000392455.9	483	0.3413	8.30914306641	1	1	coding
ENST00000460064.1	26	0.42523	8.84100341797	1	0.0104372	noncoding
ENST00000343267.8	190	0.44122	5.05828857422	1	0.998837	coding
ENST00000458447.5	122	0.41779	4.86248779297	1	0.886484	coding
ENST00000453131.1	149	0.44957	4.83148193359	-1	0.142204	noncoding
ENST00000463719.1	129	0.35593	6.57940673828	1	0.593255	coding
ENST00000445739.2	155	0.32494	4.00225830078	1	0.958145	coding
ENST00000296350.10	739	0.3916	5.60516357422	1	1	coding
ENST00000696016.1	671	0.44805	5.90106201172	1	1	coding
ENST00000296351.8	303	0.38057	5.57342529297	1	0.999994	coding
ENST00000489445.1	25	0.31135	11.6990356445	1	0.015197	noncoding
ENST00000491399.1	69	0.40611	6.13189697266	1	0.0941723	noncoding
ENST00000473501.1	160	0.31163	5.05865478516	1	0.91106	coding
ENST00000532937.1	33	0.41053	4.55657958984	1	0.0224484	noncoding
ENST00000513449.6	412	0.35803	9.07501220703	1	0.999997	coding
ENST00000389737.5	758	0.40524	6.98150634766	1	1	coding
ENST00000528167.1	245	0.43255	4.83709716797	1	0.999974	coding
ENST00000531038.5	80	0.33716	6.38262939453	1	0.078376	noncoding
ENST00000511149.1	68	0.43726	4.28314208984	1	0.272944	noncoding
ENST00000511366.2	144	0.33485	8.89630126953	1	0.5	coding
ENST00000382480.6	516	0.43768	9.02349853516	1	1	coding
ENST00000506287.1	51	0.32446	11.2147827148	1	0.028467	noncoding
ENST00000315782.6	642	0.40905	8.36944580078	1	1	coding
ENST00000360986.9	653	0.423	8.21954345703	1	1	coding
ENST00000514602.1	63	0.35837	5.92596435547	1	0.044066	noncoding
ENST00000504070.2	70	0.32571	7.78656005859	1	0.0368343	noncoding
ENST00000514875.1	70	0.44736	7.78656005859	1	0.123262	noncoding
ENST00000513486.1	40	0.42526	11.2147827148	1	0.0382017	noncoding
ENST00000397700.6	151	0.49222	9.29888916016	-1	0.204343	noncoding
ENST00000295297.4	297	0.35712	5.23065185547	1	0.999987	coding
ENST00000512144.1	32	0.40437	8.38677978516	1	0.0105869	noncoding
ENST00000510958.1	78	0.3432	9.24322509766	1	0.0650977	noncoding
ENST00000429690.5	290	0.33662	5.11114501953	1	0.999961	coding
ENST00000444304.3	290	0.36177	5.11114501953	1	0.999985	coding
ENST00000381295.7	895	0.49197	6.16534423828	1	1	coding
ENST00000346134.11	895	0.46502	6.16534423828	1	1	coding
ENST00000349598.6	880	0.46502	6.16241455078	1	1	coding
ENST00000511971.5	376	0.29153	8.12188720703	1	0.99971	coding
ENST00000504321.1	91	0.41634	6.56988525391	1	0.289224	noncoding
ENST00000503359.5	189	0.37649	5.18951416016	1	0.995	coding
ENST00000504730.5	200	0.34747	5.07000732422	1	0.995045	coding
ENST00000286648.10	261	0.39079	5.13616943359	1	0.999967	coding
ENST00000514213.7	963	0.48231	4.84527587891	1	1	coding
ENST00000264904.8	974	0.47206	4.82672119141	1	1	coding
ENST00000507019.5	115	0.40836	9.82476806641	1	0.520871	coding
ENST00000507349.5	69	0.37897	11.008605957	1	0.0732539	noncoding
ENST00000295491.9	143	0.35347	9.63189697266	1	0.558505	coding
ENST00000395184.6	749	0.40054	6.23931884766	1	1	coding
ENST00000395183.6	654	0.43951	6.37139892578	1	1	coding
ENST00000509300.5	118	0.46772	5.07525634766	-1	0.0883904	noncoding
ENST00000514229.5	622	0.43907	6.66802978516	-1	0.994364	coding
ENST00000502537.1	123	0.46645	6.29827880859	1	0.845558	coding
ENST00000264343.4	656	0.37302	8.13446044922	1	1	coding
ENST00000305046.13	376	0.43203	8.53082275391	1	1	coding
ENST00000625860.2	376	0.43203	8.53082275391	1	1	coding
ENST00000515694.4	336	0.4103	8.14410400391	1	0.999997	coding
ENST00000506651.5	336	0.46806	8.14410400391	1	1	coding
ENST00000504498.1	113	0.45972	7.82330322266	1	0.70016	coding
ENST00000428908.5	653	0.46359	5.25946044922	1	1	coding
ENST00000322953.9	786	0.47799	5.27862548828	1	1	coding
ENST00000444316.2	756	0.48302	5.27545166016	1	1	coding
ENST00000504403.1	96	0.29153	6.00042724609	1	0.155771	noncoding
ENST00000510207.5	150	0.41957	9.25970458984	-1	0.160879	noncoding
ENST00000682186.1	38	0.27454	8.29473876953	1	0.0118997	noncoding
ENST00000684504.1	288	0.42373	9.01080322266	1	0.99995	coding
ENST00000442366.6	281	0.40568	8.41473388672	1	0.999901	coding
ENST00000672341.1	322	0.41389	8.82965087891	1	0.99999	coding
ENST00000673123.1	327	0.42048	8.97332763672	1	0.999993	coding
ENST00000672328.1	313	0.34738	8.61309814453	1	0.999684	coding
ENST00000672285.1	313	0.44085	8.61309814453	1	0.999995	coding
ENST00000671960.1	313	0.38247	8.61309814453	1	0.999943	coding
ENST00000265171.10	1208	0.39256	5.52862548828	1	1	coding
ENST00000509793.5	1166	0.46489	5.43914794922	1	1	coding
ENST00000652245.1	1011	0.40643	5.92645263672	1	1	coding
ENST00000503392.1	1167	0.4589	5.67962646484	1	1	coding
ENST00000502723.1	135	0.4466	5.18255615234	-1	0.101142	noncoding
ENST00000502579.1	123	0.43393	8.84918212891	-1	0.113217	noncoding
ENST00000544918.1	83	0.36364	5.42059326172	1	0.166002	noncoding
ENST00000610556.4	1231	0.49339	8.88519287109	1	1	coding
ENST00000448416.6	124	0.35812	5.60601806641	1	0.653076	coding
ENST00000307142.9	1262	0.41857	8.93792724609	1	1	coding
ENST00000429713.7	1094	0.33281	8.75299072266	1	1	coding
ENST00000504178.1	1132	0.41857	8.90899658203	1	1	coding
ENST00000627783.2	699	0.33446	9.37762451172	1	1	coding
ENST00000344721.8	985	0.39616	7.22039794922	1	1	coding
ENST00000358102.8	985	0.39616	7.22039794922	1	1	coding
ENST00000625323.2	989	0.39616	7.44573974609	1	1	coding
ENST00000503174.1	99	0.43286	5.29364013672	1	0.595007	coding
ENST00000393956.9	628	0.33519	8.74932861328	1	1	coding
ENST00000296555.11	590	0.33267	8.98565673828	1	1	coding
ENST00000603548.6	708	0.34956	5.50457763672	1	1	coding
ENST00000281708.10	708	0.33747	5.50457763672	1	1	coding
ENST00000603821.1	142	0.27398	8.69427490234	1	0.258957	noncoding
ENST00000603841.1	708	0.47395	5.50457763672	1	1	coding
ENST00000604316.1	122	0.45189	6.55474853516	1	0.815218	coding
ENST00000703551.1	272	0.31925	8.71307373047	1	0.992411	coding
ENST00000703554.1	636	0.40568	9.67340087891	-1	0.897125	coding
ENST00000604095.1	49	0.44671	8.36407470703	1	0.0418479	noncoding
ENST00000666010.3	71	0.37537	7.66070556641	1	0.0592464	noncoding
ENST00000609153.2	67	0.34394	10.7163696289	1	0.0503129	noncoding
ENST00000608794.1	71	0.35399	7.66070556641	1	0.0479417	noncoding
ENST00000609900.1	78	0.3151	7.59747314453	1	0.0494886	noncoding
ENST00000608892.1	66	0.3822	11.4846801758	1	0.0635156	noncoding
ENST00000660244.1	94	0.27645	7.72760009766	1	0.0807007	noncoding
ENST00000657714.1	76	0.30272	10.7112426758	1	0.0518478	noncoding
ENST00000656003.1	76	0.30588	10.7112426758	1	0.0525228	noncoding
ENST00000506276.5	85	0.34798	9.41656494141	1	0.091185	noncoding
ENST00000511785.2	63	0.32575	9.69439697266	1	0.0344974	noncoding
ENST00000691614.1	128	0.36157	9.32757568359	1	0.450124	noncoding
ENST00000701895.1	69	0.27275	6.69207763672	1	0.0441783	noncoding
ENST00000691992.1	97	0.36367	6.89459228516	1	0.201018	noncoding
ENST00000688111.1	57	0.3479	6.22760009766	1	0.026825	noncoding
ENST00000320895.10	539	0.46131	8.70758056641	1	1	coding
ENST00000503534.5	170	0.47168	8.41546630859	1	0.989527	coding
ENST00000511268.6	65	0.4417	9.30096435547	1	0.117068	noncoding
ENST00000503151.5	198	0.43168	7.61651611328	-1	0.197486	noncoding
ENST00000652578.1	140	0.31326	8.73175048828	1	0.364841	noncoding
ENST00000684972.1	109	0.32664	7.69049072266	1	0.189946	noncoding
ENST00000689786.1	109	0.39159	7.69049072266	1	0.391005	noncoding
ENST00000693074.1	113	0.29328	6.25299072266	1	0.261958	noncoding
ENST00000689567.2	109	0.36373	7.69049072266	1	0.289127	noncoding
ENST00000436493.2	109	0.39136	7.69049072266	1	0.390045	noncoding
ENST00000513610.6	2059	0.44422	5.85284423828	1	1	coding
ENST00000515803.5	1416	0.48098	5.86663818359	1	1	coding
ENST00000505695.5	1416	0.47687	5.86663818359	1	1	coding
ENST00000507288.1	98	0.3797	6.02484130859	1	0.314482	noncoding
ENST00000512982.4	830	0.43345	6.47894287109	1	1	coding
ENST00000351578.12	784	0.43345	6.11419677734	1	1	coding
ENST00000646045.2	840	0.43345	6.47991943359	1	1	coding
ENST00000647313.1	139	0.41317	4.72833251953	1	0.960717	coding
ENST00000642942.1	44	0.32719	9.38360595703	1	0.0160496	noncoding
ENST00000644817.1	99	0.22328	9.48284912109	1	0.109422	noncoding
ENST00000510188.1	174	0.45451	9.90948486328	-1	0.260715	noncoding
ENST00000506557.5	62	0.36619	10.5485229492	-1	0.154655	noncoding
ENST00000503065.1	34	0.36382	9.48577880859	1	0.0124072	noncoding
ENST00000628593.1	272	0.40445	9.20159912109	1	0.999715	coding
ENST00000498322.1	172	0.46668	9.64715576172	-1	0.2551	noncoding
ENST00000285947.5	300	0.4578	8.92523193359	1	0.999993	coding
ENST00000418299.5	91	0.42327	4.45074462891	1	0.586949	coding
ENST00000463805.5	91	0.37262	4.45074462891	1	0.404741	noncoding
ENST00000199320.9	314	0.35564	10.0130004883	1	0.99922	coding
ENST00000680214.1	161	0.32072	9.77410888672	1	0.534915	coding
ENST00000679751.1	285	0.43689	10.0156860352	1	0.999933	coding
ENST00000681192.1	286	0.44758	9.65875244141	1	0.999967	coding
ENST00000680960.1	161	0.42501	9.77410888672	1	0.942146	coding
ENST00000681672.1	244	0.37328	10.3627319336	1	0.991539	coding
ENST00000506390.5	276	0.45192	10.2496948242	1	0.999932	coding
ENST00000514911.5	155	0.33843	10.1719360352	1	0.556503	coding
ENST00000255189.8	867	0.47328	7.30963134766	1	1	coding
ENST00000523732.1	604	0.48065	6.34564208984	1	1	coding
ENST00000518477.5	574	0.46179	6.24591064453	1	1	coding
ENST00000520388.5	47	0.35844	8.47796630859	1	0.016816	noncoding
ENST00000518707.1	47	0.41229	8.47796630859	1	0.0263724	noncoding
ENST00000520855.1	51	0.33081	4.83087158203	1	0.030758	noncoding
ENST00000231004.5	418	0.33666	8.35687255859	1	0.999996	coding
ENST00000639739.2	233	0.34306	9.50567626953	1	0.975553	coding
ENST00000513319.5	121	0.38887	5.10577392578	1	0.792275	coding
ENST00000505593.5	121	0.39087	5.10577392578	1	0.798073	coding
ENST00000503759.5	188	0.37577	6.08819580078	1	0.988957	coding
ENST00000562220.2	845	0.34692	4.81658935547	1	1	coding
ENST00000307360.6	949	0.43352	5.04095458984	1	1	coding
ENST00000506939.6	686	0.43904	5.00323486328	1	1	coding
ENST00000673459.1	38	0.31177	9.09942626953	1	0.0117221	noncoding
ENST00000289269.7	1008	0.43405	5.25982666016	1	1	coding
ENST00000673410.1	59	0.3474	8.78094482422	1	0.0286084	noncoding
ENST00000359370.10	156	0.302	6.51617431641	1	0.706774	coding
ENST00000337706.7	156	0.302	6.51617431641	1	0.706774	coding
ENST00000619447.4	156	0.302	6.51617431641	1	0.706774	coding
ENST00000621536.4	156	0.29435	6.51617431641	1	0.685286	coding
ENST00000360966.9	79	0.35565	9.03204345703	1	0.0752601	noncoding
ENST00000489937.5	79	0.3283	9.03204345703	1	0.057982	noncoding
ENST00000441680.6	156	0.46068	6.51617431641	1	0.97727	coding
ENST00000419524.6	156	0.36287	6.51617431641	1	0.887154	coding
ENST00000411960.1	43	0.34991	9.44488525391	1	0.0169631	noncoding
ENST00000394434.7	1177	0.50386	6.95074462891	1	1	coding
ENST00000674398.1	1176	0.50386	6.82366943359	1	1	coding
ENST00000510191.5	1123	0.47807	6.61834716797	1	1	coding
ENST00000674310.1	1113	0.47375	6.90655517578	1	1	coding
ENST00000511505.5	311	0.47583	9.37689208984	-1	0.663604	coding
ENST00000521655.1	167	0.38015	5.64044189453	1	0.97446	coding
ENST00000231198.12	299	0.33095	8.11627197266	1	0.999174	coding
ENST00000519560.6	1524	0.37724	7.99212646484	1	1	coding
ENST00000332966.8	1531	0.38036	7.98455810547	1	1	coding
ENST00000521130.1	220	0.44652	8.95037841797	1	0.998964	coding
ENST00000393784.8	291	0.38705	6.58624267578	1	0.999974	coding
ENST00000686615.1	204	0.34673	5.44000244141	1	0.9944	coding
ENST00000691612.1	199	0.36519	9.23773193359	1	0.957294	coding
ENST00000687702.1	169	0.36157	5.18756103516	1	0.97541	coding
ENST00000311086.9	186	0.34973	5.89080810547	1	0.978958	coding
ENST00000285908.5	130	0.32198	7.90850830078	1	0.350935	noncoding
ENST00000477985.1	63	0.38221	5.10809326172	1	0.0789659	noncoding
ENST00000480951.1	86	0.31883	4.35650634766	1	0.235906	noncoding
ENST00000518658.1	63	0.35209	5.10809326172	1	0.0585835	noncoding
ENST00000506296.5	253	0.40732	8.90692138672	-1	0.313867	noncoding
ENST00000511244.5	129	0.41431	5.54693603516	-1	0.0722852	noncoding
ENST00000355472.10	577	0.45804	8.32440185547	1	1	coding
ENST00000507633.5	476	0.42508	9.05523681641	1	1	coding
ENST00000355958.9	561	0.41568	8.74591064453	1	1	coding
ENST00000528793.5	590	0.4573	8.79876708984	1	1	coding
ENST00000515666.5	547	0.4747	7.71905517578	1	1	coding
ENST00000319449.9	709	0.48999	5.54254150391	1	1	coding
ENST00000393448.6	305	0.46238	6.20489501953	1	0.999999	coding
ENST00000502984.5	153	0.42871	6.96624755859	-1	0.107669	noncoding
ENST00000437570.6	601	0.45357	5.63690185547	1	1	coding
ENST00000393438.6	601	0.46971	5.63690185547	1	1	coding
ENST00000508609.5	245	0.41595	4.69622802734	-1	0.405976	noncoding
ENST00000509797.1	129	0.44118	5.14788818359	-1	0.0889424	noncoding
ENST00000502531.1	127	0.42338	9.86309814453	1	0.734663	coding
ENST00000503583.1	85	0.38664	8.79046630859	-1	0.0873029	noncoding
ENST00000508797.1	166	0.36463	10.1849975586	1	0.789618	coding
ENST00000652689.1	376	0.37874	8.69171142578	1	0.999997	coding
ENST00000651624.1	304	0.40391	6.10699462891	1	0.999996	coding
ENST00000651992.1	381	0.40796	8.69183349609	1	1	coding
ENST00000515770.2	286	0.30889	6.45587158203	1	0.999306	coding
ENST00000507591.2	381	0.35249	8.69171142578	1	0.999988	coding
ENST00000652576.1	376	0.47157	8.69171142578	1	1	coding
ENST00000613507.4	1098	0.45799	5.10858154297	1	1	coding
ENST00000259698.9	1069	0.44259	5.28533935547	1	1	coding
ENST00000643898.2	1048	0.45799	4.97430419922	1	1	coding
ENST00000463828.1	126	0.4427	5.54302978516	-1	0.0797188	noncoding
ENST00000510784.8	648	0.40876	5.53057861328	1	1	coding
ENST00000644621.1	592	0.47819	5.27142333984	1	1	coding
ENST00000473070.1	87	0.41776	4.24542236328	1	0.545903	coding
ENST00000644411.1	664	0.43172	5.42291259766	1	1	coding
ENST00000647309.1	85	0.34343	10.5546264648	-1	0.170925	noncoding
ENST00000606385.1	59	0.36706	10.0747680664	1	0.0422	noncoding
ENST00000474914.1	56	0.37217	6.95269775391	1	0.0269668	noncoding
ENST00000359086.4	79	0.46806	7.00616455078	1	0.219688	noncoding
ENST00000634371.1	74	0.29909	5.62506103516	1	0.0706254	noncoding
ENST00000644971.2	4245	0.45128	5.05242919922	1	1	coding
ENST00000647633.1	4492	0.45128	5.19146728516	1	1	coding
ENST00000375244.7	4245	0.45128	5.05242919922	1	1	coding
ENST00000451343.4	674	0.41754	5.66253662109	1	1	coding
ENST00000490077.5	712	0.44791	5.21661376953	1	1	coding
ENST00000442721.1	86	0.34734	5.25164794922	1	0.176966	noncoding
ENST00000469940.5	97	0.34674	4.97784423828	1	0.324874	noncoding
ENST00000473619.5	134	0.45828	4.50347900391	1	0.96764	coding
ENST00000488669.5	77	0.41725	4.47357177734	1	0.336213	noncoding
ENST00000375055.6	348	0.43831	6.40863037109	1	1	coding
ENST00000484849.5	304	0.44649	5.22662353516	1	0.999999	coding
ENST00000375069.7	452	0.43222	6.38714599609	1	1	coding
ENST00000375070.7	427	0.43789	7.02642822266	1	1	coding
ENST00000438221.6	395	0.43831	7.62689208984	1	1	coding
ENST00000375076.9	405	0.45682	5.83062744141	1	1	coding
ENST00000450110.5	234	0.4192	9.65411376953	-1	0.314237	noncoding
ENST00000538695.2	160	0.39104	10.2232055664	1	0.852637	coding
ENST00000491215.1	85	0.34572	8.48760986328	1	0.0842632	noncoding
ENST00000474612.1	667	0.3841	7.18878173828	1	1	coding
ENST00000375023.3	2004	0.38509	5.42767333984	1	1	coding
ENST00000473562.1	648	0.38104	4.58258056641	1	1	coding
ENST00000374882.8	277	0.35284	7.03863525391	1	0.999664	coding
ENST00000374881.3	273	0.35108	5.53057861328	1	0.999902	coding
ENST00000418931.7	259	0.30573	8.82598876953	1	0.975824	coding
ENST00000469120.1	124	0.41645	6.60638427734	1	0.760093	coding
ENST00000488575.1	30	0.43427	12.0000610352	1	0.0251709	noncoding
ENST00000428835.5	148	0.42249	9.04547119141	-1	0.150235	noncoding
ENST00000416804.1	165	0.42337	8.89788818359	1	0.95799	coding
ENST00000374675.7	470	0.43189	6.36138916016	1	1	coding
ENST00000374677.8	470	0.43401	6.36138916016	1	1	coding
ENST00000355190.7	355	0.46698	6.01727294922	1	1	coding
ENST00000480824.7	348	0.32298	6.35931396484	1	0.999985	coding
ENST00000647861.1	464	0.42969	5.23712158203	1	1	coding
ENST00000373674.4	464	0.46159	5.23712158203	1	1	coding
ENST00000491324.1	53	0.32681	5.95928955078	1	0.0214326	noncoding
ENST00000457653.8	430	0.42974	8.52203369141	-1	0.810935	coding
ENST00000567255.2	305	0.3258	5.49139404297	1	0.999958	coding
ENST00000435541.2	46	0.37591	5.79315185547	-1	0.0229376	noncoding
ENST00000691406.1	147	0.33666	6.88250732422	1	0.697968	coding
ENST00000439386.3	44	0.3183	9.84613037109	1	0.0179242	noncoding
ENST00000414386.7	44	0.37278	9.84613037109	1	0.0223809	noncoding
ENST00000454812.1	44	0.37585	9.84613037109	1	0.0228674	noncoding
ENST00000701272.1	44	0.34195	9.84613037109	1	0.018991	noncoding
ENST00000432751.1	61	0.37286	11.5390014648	1	0.0482274	noncoding
ENST00000481352.6	151	0.3792	4.74993896484	1	0.964711	coding
ENST00000512472.5	100	0.45164	4.56353759766	1	0.739828	coding
ENST00000642195.1	347	0.43998	5.30938720703	1	1	coding
ENST00000643799.1	297	0.45333	5.61822509766	1	0.999999	coding
ENST00000304004.7	343	0.44975	5.65301513672	1	1	coding
ENST00000645141.1	222	0.43394	5.83990478516	1	0.999719	coding
ENST00000488601.6	151	0.42499	4.74993896484	1	0.984915	coding
ENST00000423780.1	131	0.43251	5.24322509766	-1	0.0851085	noncoding
ENST00000687843.1	170	0.33071	9.29937744141	1	0.705761	coding
ENST00000422059.5	56	0.32959	6.69610595703	1	0.0211736	noncoding
ENST00000652850.1	56	0.35829	10.303894043	1	0.0361865	noncoding
ENST00000687275.1	77	0.37354	7.77081298828	1	0.0783451	noncoding
ENST00000607590.1	53	0.35501	4.78045654297	1	0.0398609	noncoding
ENST00000483377.5	334	0.35948	9.63055419922	-1	0.305204	noncoding
ENST00000371432.7	568	0.33561	9.66693115234	1	1	coding
ENST00000483243.5	80	0.34413	9.86114501953	1	0.0752103	noncoding
ENST00000576263.5	543	0.43371	8.59906005859	1	1	coding
ENST00000478660.6	277	0.41079	10.2532348633	1	0.999638	coding
ENST00000359524.7	508	0.33561	9.20965576172	1	1	coding
ENST00000425443.6	699	0.453	5.85968017578	1	1	coding
